,FIGHTER,KD,STR,TD,SUB,WEIGHT_CLASS,METHOD,ROUND,TIME
1635,"Urijah Faber
Ricky Simon","1
0","11
4","0
0","0
0",Bantamweight,"KO/TKO
Punch",1,0:46
1636,"Josh Emmett
Mirsad Bektic","1
0","27
10","0
0","0
0",Featherweight,"KO/TKO
Punches",1,4:25
1637,"Karl Roberson
Wellington Turman","0
0","50
25","0
4","0
2",Middleweight,S-DEC,3,5:00
1638,"Marvin Vettori
Cezar Ferreira","0
0","78
39","2
0","0
0",Middleweight,U-DEC,3,5:00
1639,"Mike Rodriguez
John Allan","0
0","70
55","0
4","0
3",Light Heavyweight,Overturned,3,5:00
1640,"Andre Fili
Sheymon Moraes","1
0","19
11","0
0","0
0",Featherweight,"KO/TKO
Punch",1,3:07
1641,"Julianna Pena
Nicco Montano","0
0","45
38","2
3","0
0",Women's Bantamweight,U-DEC,3,5:00
1642,"Ryan Hall
Darren Elkins","2
0","36
29","0
0","1
0",Featherweight,U-DEC,3,5:00
1643,"Jonathan Martinez
Pingyuan Liu","1
0","32
27","0
0","0
0",Bantamweight,"KO/TKO
Knee",3,3:54
1644,"Brianna Fortino
Livinha Souza","0
0","72
23","3
2","0
0",Women's Strawweight,U-DEC,3,5:00
1645,"Benito Lopez
Vince Morales","0
1","54
64","0
0","0
0",Bantamweight,U-DEC,3,5:00
1646,"Jon Jones
Thiago Santos","0
0","59
43","0
0","0
0",Light Heavyweight,S-DEC,5,5:00
1647,"Amanda Nunes
Holly Holm","1
0","17
11","0
0","0
0",Women's Bantamweight,"KO/TKO
Kick",1,4:10
1648,"Jorge Masvidal
Ben Askren","1
0","3
0","0
0","0
0",Welterweight,"KO/TKO
Flying Knee",1,0:05
1649,"Jan Blachowicz
Luke Rockhold","1
0","30
14","0
0","0
0",Light Heavyweight,"KO/TKO
Punch",2,1:39
1650,"Michael Chiesa
Diego Sanchez","0
0","47
7","5
1","0
0",Welterweight,U-DEC,3,5:00
1651,"Arnold Allen
Gilbert Melendez","0
0","102
23","1
0","0
0",Featherweight,U-DEC,3,5:00
1652,"Marlon Vera
Nohelin Hernandez","0
0","10
22","1
1","1
0",Bantamweight,"SUB
Rear Naked Choke",2,3:25
1653,"Claudia Gadelha
Randa Markos","0
0","40
25","0
0","0
0",Women's Strawweight,U-DEC,3,5:00
1654,"Song Yadong
Alejandro Perez","1
0","8
1","0
0","0
0",Bantamweight,"KO/TKO
Punch",1,2:04
1655,"Edmen Shahbazyan
Jack Marshman","0
0","13
0","1
0","1
0",Middleweight,"SUB
Rear Naked Choke",1,1:12
1656,"Chance Rencountre
Ismail Naurdiev","0
0","4
21","2
2","0
0",Welterweight,U-DEC,3,5:00
1657,"Julia Avila
Pannie Kianzad","1
0","49
33","0
1","0
0",Women's Bantamweight,U-DEC,3,5:00
1658,"Francis Ngannou
Junior Dos Santos","1
0","9
4","0
0","0
0",Heavyweight,"KO/TKO
Punch",1,1:11
1659,"Joseph Benavidez
Jussier Formiga","1
0","50
15","0
1","0
0",Flyweight,"KO/TKO
Punches",2,4:47
1660,"Demian Maia
Anthony Rocco Martin","0
0","3
22","3
0","0
0",Welterweight,M-DEC,3,5:00
1661,"Vinc Pichel
Roosevelt Roberts","0
0","60
31","3
2","1
0",Lightweight,U-DEC,3,5:00
1662,"Drew Dober
Marco Polo Reyes","1
0","16
5","0
0","0
0",Lightweight,"KO/TKO
Punches",1,1:07
1663,"Alonzo Menifield
Paul Craig","0
0","8
7","0
0","0
0",Light Heavyweight,"KO/TKO
Punch",1,3:19
1664,"Ricardo Ramos
Journey Newson","0
0","40
38","3
0","0
1",Bantamweight,U-DEC,3,5:00
1665,"Eryk Anders
Vinicius Moreira","1
0","11
2","0
0","0
0",Light Heavyweight,"KO/TKO
Punch",1,1:18
1666,"Jared Gordon
Dan Moret","0
0","48
34","2
2","0
1",Lightweight,U-DEC,3,5:00
1667,"Dalcha Lungiambula
Dequan Townsend","1
0","32
13","4
0","0
0",Light Heavyweight,"KO/TKO
Punch",3,0:42
1668,"Amanda Ribas
Emily Whitmire","0
0","21
7","2
0","2
0",Women's Strawweight,"SUB
Rear Naked Choke",2,2:10
1669,"Maurice Greene
Junior Albini","2
0","37
19","0
0","0
0",Heavyweight,"KO/TKO
Punch",1,3:38
1670,"Chan Sung Jung
Renato Moicano","1
0","16
0","0
0","0
0",Featherweight,"KO/TKO
Punch",1,0:58
1671,"Randy Brown
Bryan Barberena","1
0","89
47","0
0","0
0",Welterweight,"KO/TKO
Kick",3,2:54
1672,"Andre Ewell
Anderson Dos Santos","0
0","73
35","0
2","0
0",Bantamweight,U-DEC,3,5:00
1673,"Andrea Lee
Montana De La Rosa","0
0","73
14","1
5","0
1",Women's Flyweight,U-DEC,3,5:00
1674,"Kevin Holland
Alessio Di Chirico","0
0","58
51","0
2","0
0",Middleweight,U-DEC,3,5:00
1675,"Dan Ige
Kevin Aguilar","1
0","71
33","1
1","0
0",Featherweight,U-DEC,3,5:00
1676,"Ashley Yoder
Syuri Kondo","0
0","75
23","1
0","0
1",Women's Strawweight,U-DEC,3,5:00
1677,"Luis Pena
Matt Wiman","0
0","87
24","1
1","1
0",Lightweight,"KO/TKO
Punches",3,1:14
1678,"Jairzinho Rozenstruik
Allen Crowder","1
0","4
0","0
0","0
0",Heavyweight,"KO/TKO
Punches",1,0:09
1679,"Molly McCann
Ariane Lipski","0
0","108
68","2
0","0
0",Women's Flyweight,U-DEC,3,5:00
1680,"Deron Winn
Eric Spicely","0
0","169
108","0
0","0
0",Middleweight,U-DEC,3,5:00
1681,"Henry Cejudo
Marlon Moraes","0
0","90
57","1
0","1
0",Bantamweight,"KO/TKO
Punches",3,4:51
1682,"Valentina Shevchenko
Jessica Eye","1
0","8
2","2
0","1
0",Women's Flyweight,"KO/TKO
Kick",2,0:26
1683,"Tony Ferguson
Donald Cerrone","0
0","104
68","0
1","0
0",Lightweight,KO/TKO,2,5:00
1684,"Petr Yan
Jimmie Rivera","2
0","56
73","1
0","0
0",Bantamweight,U-DEC,3,5:00
1685,"Blagoy Ivanov
Tai Tuivasa","1
0","73
64","2
0","0
0",Heavyweight,U-DEC,3,5:00
1686,"Tatiana Suarez
Nina Nunes","0
0","75
48","4
0","0
0",Women's Strawweight,U-DEC,3,5:00
1687,"Aljamain Sterling
Pedro Munhoz","0
0","174
105","0
0","0
0",Bantamweight,U-DEC,3,5:00
1688,"Alexa Grasso
Karolina Kowalkiewicz","0
0","148
90","0
0","1
0",Women's Strawweight,U-DEC,3,5:00
1689,"Calvin Kattar
Ricardo Lamas","1
0","22
12","0
0","0
0",Featherweight,"KO/TKO
Punch",1,4:06
1690,"Yan Xiaonan
Angela Hill","0
0","94
71","1
1","0
1",Women's Strawweight,U-DEC,3,5:00
1691,"Darren Stewart
Bevon Lewis","0
0","30
31","0
0","0
0",Middleweight,U-DEC,3,5:00
1692,"Eddie Wineland
Grigory Popov","2
0","74
55","0
0","0
0",Bantamweight,"KO/TKO
Punch",2,4:47
1693,"Katlyn Chookagian
Joanne Wood","0
0","82
112","0
3","0
0",Women's Flyweight,U-DEC,3,5:00
1694,"Anthony Smith
Alexander Gustafsson","0
0","49
72","0
1","1
0",Light Heavyweight,"SUB
Rear Naked Choke",4,2:38
1695,"Aleksandar Rakic
Jimi Manuwa","1
0","2
2","0
0","0
0",Light Heavyweight,"KO/TKO
Kick",1,0:47
1696,"Makwan Amirkhani
Chris Fishgold","0
0","9
16","1
0","1
0",Featherweight,"SUB
Anaconda Choke",2,4:25
1697,"Christos Giagos
Damir Hadzovic","0
0","47
24","6
1","0
0",Lightweight,U-DEC,3,5:00
1698,"Daniel Teymur
Sung Bin Jo","0
0","40
21","1
1","0
1",Featherweight,U-DEC,3,5:00
1699,"Sergey Khandozhko
Rostem Akman","1
0","60
39","1
2","0
0",Welterweight,U-DEC,3,5:00
1700,"Lina Lansberg
Tonya Evinger","0
0","50
6","1
1","0
0",Women's Bantamweight,U-DEC,3,5:00
1701,"Leonardo Santos
Stevie Ray","1
0","12
2","0
0","0
0",Lightweight,"KO/TKO
Punch",1,2:17
1702,"Frank Camacho
Nick Hein","0
0","100
37","0
1","0
0",Lightweight,"KO/TKO
Punches",2,4:56
1703,"Bea Malecki
Duda Santana","0
0","19
42","0
3","2
0",Women's Bantamweight,"SUB
Rear Naked Choke",2,1:59
1704,"Devin Clark
Darko Stosic","0
0","40
26","2
1","0
0",Light Heavyweight,U-DEC,3,5:00
1705,"Joel Alvarez
Danilo Belluardo","0
0","19
13","0
2","0
0",Lightweight,"KO/TKO
Punches",2,2:22
1706,"Rafael Dos Anjos
Kevin Lee","0
0","60
35","4
6","1
0",Welterweight,"SUB
Arm Triangle",4,3:47
1707,"Ian Heinisch
Antonio Carlos Junior","0
0","39
15","1
4","0
0",Middleweight,U-DEC,3,5:00
1708,"Felicia Spencer
Megan Anderson","0
0","22
3","1
0","1
0",Women's Featherweight,"SUB
Rear Naked Choke",1,3:24
1709,"Vicente Luque
Derrick Krantz","1
0","18
6","0
1","0
0",Welterweight,"KO/TKO
Punch",1,3:52
1710,"Charles Oliveira
Nik Lentz","1
0","38
18","0
2","1
0",Lightweight,"KO/TKO
Punch",2,2:11
1711,"Davi Ramos
Austin Hubbard","0
0","63
44","3
0","0
0",Lightweight,U-DEC,3,5:00
1712,"Aspen Ladd
Sijara Eubanks","0
0","69
77","3
2","3
0",Women's Bantamweight,U-DEC,3,5:00
1713,"Desmond Green
Charles Jourdain","0
0","78
55","4
0","0
0",Lightweight,U-DEC,3,5:00
1714,"Michel Pereira
Danny Roberts","1
0","6
2","0
0","0
0",Welterweight,"KO/TKO
Flying Knee",1,1:47
1715,"Grant Dawson
Michael Trizano","0
0","27
20","3
0","1
0",Featherweight,"SUB
Rear Naked Choke",2,2:27
1716,"Ed Herman
Patrick Cummins","1
0","11
22","0
1","0
0",Light Heavyweight,"KO/TKO
Knee",1,3:39
1717,"Zak Cummings
Trevin Giles","1
0","34
31","0
0","1
0",Middleweight,"SUB
Guillotine Choke",3,4:01
1718,"Julio Arce
Julian Erosa","1
0","74
43","1
0","0
0",Featherweight,"KO/TKO
Kick",3,1:49
1719,"Jessica Andrade
Rose Namajunas","0
1","47
55","2
0","0
1",Women's Strawweight,"KO/TKO
Slam",2,2:58
1720,"Jared Cannonier
Anderson Silva","1
0","17
8","0
0","0
0",Middleweight,"KO/TKO
Kick",1,4:47
1721,"Alexander Volkanovski
Jose Aldo","0
0","95
29","0
0","0
0",Featherweight,U-DEC,3,5:00
1722,"Laureano Staropoli
Thiago Alves","0
0","54
58","1
1","0
0",Welterweight,U-DEC,3,5:00
1723,"Irene Aldana
Bethe Correia","0
0","83
81","0
0","1
0",Women's Bantamweight,"SUB
Armbar",3,3:24
1724,"Ryan Spann
Rogerio Nogueira","1
0","13
6","1
0","1
0",Light Heavyweight,"KO/TKO
Punch",1,2:07
1725,"Thiago Moises
Kurt Holobaugh","0
0","66
39","4
2","1
0",Lightweight,U-DEC,3,5:00
1726,"Warlley Alves
Sergio Moraes","1
0","72
20","0
0","0
0",Welterweight,"KO/TKO
Punch",3,4:13
1727,"Clay Guida
BJ Penn","0
0","80
64","1
0","0
0",Lightweight,U-DEC,3,5:00
1728,"Luana Carolina
Priscila Cachoeira","1
0","111
69","0
0","3
0",Women's Flyweight,U-DEC,3,5:00
1729,"Raoni Barcelos
Carlos Huachin","1
0","59
20","0
0","1
0",Bantamweight,"KO/TKO
Elbows",2,4:49
1730,"Viviane Araujo
Talita Bernardo","1
0","61
46","3
0","0
0",Women's Bantamweight,"KO/TKO
Punch",3,0:48
1731,"Donald Cerrone
Al Iaquinta","2
0","138
90","0
0","0
0",Lightweight,U-DEC,5,5:00
1732,"Derek Brunson
Elias Theodorou","0
0","56
65","4
0","0
0",Middleweight,U-DEC,3,5:00
1733,"Shane Burgos
Cub Swanson","0
0","134
129","0
0","0
0",Featherweight,S-DEC,3,5:00
1734,"Merab Dvalishvili
Brad Katona","0
0","55
32","5
0","0
0",Bantamweight,U-DEC,3,5:00
1735,"Walt Harris
Serghei Spivac","1
0","17
1","0
0","0
0",Heavyweight,"KO/TKO
Knees",1,0:50
1736,"Andrew Sanchez
Marc-Andre Barriault","0
0","72
69","2
0","0
0",Middleweight,U-DEC,3,5:00
1737,"Macy Chiasson
Sarah Moras","0
0","43
9","0
1","0
1",Women's Bantamweight,"KO/TKO
Punches",2,2:22
1738,"Vince Morales
Aiemann Zahabi","0
0","59
28","0
1","0
0",Bantamweight,U-DEC,3,5:00
1739,"Nordine Taleb
Kyle Prepolec","0
0","90
52","0
0","0
0",Welterweight,U-DEC,3,5:00
1740,"Matt Sayles
Kyle Nelson","0
0","75
26","0
2","1
4",Featherweight,"SUB
Arm Triangle",3,3:16
1741,"Arjan Bhullar
Juan Adams","0
0","41
81","2
0","0
0",Heavyweight,U-DEC,3,5:00
1742,"Cole Smith
Mitch Gagnon","0
1","38
15","2
0","2
2",Bantamweight,U-DEC,3,5:00
1743,"Jack Hermansson
Jacare Souza","0
0","148
90","3
0","1
0",Middleweight,U-DEC,5,5:00
1744,"Greg Hardy
Dmitrii Smoliakov","0
0","14
1","0
0","0
0",Heavyweight,"KO/TKO
Punches",1,2:15
1745,"Mike Perry
Alex Oliveira","0
0","65
48","0
0","0
0",Welterweight,U-DEC,3,5:00
1746,"Glover Teixeira
Ion Cutelaba","0
0","30
74","0
0","1
0",Light Heavyweight,"SUB
Rear Naked Choke",2,3:37
1747,"Cory Sandhagen
John Lineker","0
0","120
106","2
1","0
1",Bantamweight,S-DEC,3,5:00
1748,"Roosevelt Roberts
Thomas Gifford","0
0","53
30","2
1","0
0",Lightweight,U-DEC,3,5:00
1749,"Takashi Sato
Ben Saunders","1
0","28
46","0
0","0
0",Welterweight,"KO/TKO
Elbows",2,1:18
1750,"Augusto Sakai
Andrei Arlovski","0
0","42
75","0
0","0
0",Heavyweight,S-DEC,3,5:00
1751,"Carla Esparza
Virna Jandiroba","0
0","25
17","4
3","0
0",Women's Strawweight,U-DEC,3,5:00
1752,"Gilbert Burns
Mike Davis","0
0","49
13","3
0","1
0",Lightweight,"SUB
Rear Naked Choke",2,4:15
1753,"Jim Miller
Jason Gonzalez","0
0","6
10","2
0","1
0",Lightweight,"SUB
Rear Naked Choke",1,2:12
1754,"Angela Hill
Jodie Esquibel","0
0","117
57","0
0","0
0",Women's Strawweight,U-DEC,3,5:00
1755,"Dhiego Lima
Court McGee","0
1","65
65","0
0","0
0",Welterweight,S-DEC,3,5:00
1756,"Alistair Overeem
Aleksei Oleinik","1
0","29
38","0
0","0
0",Heavyweight,"KO/TKO
Knee",1,4:45
1757,"Islam Makhachev
Arman Tsarukyan","0
0","14
13","4
1","0
0",Lightweight,U-DEC,3,5:00
1758,"Sergei Pavlovich
Marcelo Golm","1
0","17
5","0
0","0
0",Heavyweight,"KO/TKO
Punches",1,1:06
1759,"Roxanne Modafferi
Antonina Shevchenko","0
0","33
64","5
0","0
0",Women's Flyweight,S-DEC,3,5:00
1760,"Krzysztof Jotko
Alen Amedovski","0
0","43
6","4
0","0
0",Middleweight,U-DEC,3,5:00
1761,"Movsar Evloev
SeungWoo Choi","0
0","50
26","5
0","0
0",Featherweight,U-DEC,3,5:00
1762,"Sultan Aliev
Keita Nakamura","0
0","25
29","2
0","0
0",Welterweight,U-DEC,3,5:00
1763,"Alexander Yakovlev
Alex Da Silva","0
0","14
8","1
1","1
0",Lightweight,"SUB
Schultz Front Headlock",2,3:10
1764,"Shamil Abdurakhimov
Marcin Tybura","1
0","36
28","0
0","0
0",Heavyweight,"KO/TKO
Punches",2,3:15
1765,"Michal Oleksiejczuk
Gadzhimurad Antigulov","3
0","8
6","0
0","0
0",Light Heavyweight,"KO/TKO
Punch",1,0:44
1766,"Magomed Mustafaev
Rafael Fiziev","1
0","10
1","0
0","0
0",Lightweight,"KO/TKO
Spinning Back Kick",1,1:26
1767,"Dustin Poirier
Max Holloway","0
0","178
181","1
0","0
1",Lightweight,U-DEC,5,5:00
1768,"Israel Adesanya
Kelvin Gastelum","4
0","109
91","0
1","2
0",Middleweight,U-DEC,5,5:00
1769,"Khalil Rountree Jr.
Eryk Anders","4
0","79
16","0
0","0
0",Light Heavyweight,U-DEC,3,5:00
1770,"Dwight Grant
Alan Jouban","0
0","38
24","0
1","0
0",Welterweight,S-DEC,3,5:00
1771,"Nikita Krylov
Ovince Saint Preux","0
0","27
4","1
3","2
0",Light Heavyweight,"SUB
Rear Naked Choke",2,2:30
1772,"Matt Frevola
Jalin Turner","0
0","31
35","4
0","2
1",Lightweight,U-DEC,3,5:00
1773,"Alexandre Pantoja
Wilson Reis","1
0","23
1","0
1","0
0",Flyweight,"KO/TKO
Punch",1,2:58
1774,"Max Griffin
Zelim Imadaev","0
0","47
64","6
0","3
0",Welterweight,M-DEC,3,5:00
1775,"Khalid Taha
Boston Salmon","1
0","5
0","0
0","0
0",Bantamweight,"KO/TKO
Punch",1,0:25
1776,"Belal Muhammad
Curtis Millender","0
0","47
48","2
0","0
0",Welterweight,U-DEC,3,5:00
1777,"Montel Jackson
Andre Soukhamthath","0
0","64
30","3
1","0
0",Bantamweight,U-DEC,3,5:00
1778,"Poliana Botelho
Lauren Mueller","0
0","47
47","2
0","0
0",Women's Flyweight,U-DEC,3,5:00
1779,"Brandon Davis
Randy Costa","0
0","35
46","0
0","1
0",Bantamweight,"SUB
Rear Naked Choke",2,1:12
1780,"Justin Gaethje
Edson Barboza","1
0","20
13","0
0","0
0",Lightweight,"KO/TKO
Punch",1,2:30
1781,"Jack Hermansson
David Branch","0
0","3
1","1
0","1
0",Middleweight,"SUB
Guillotine Choke",1,0:49
1782,"Josh Emmett
Michael Johnson","1
0","22
24","0
0","0
0",Featherweight,"KO/TKO
Punch",3,4:14
1783,"Michelle Waterson-Gomez
Karolina Kowalkiewicz","0
0","64
57","2
0","1
0",Women's Strawweight,U-DEC,3,5:00
1784,"Paul Craig
Kennedy Nzechukwu","0
0","25
40","1
0","2
0",Light Heavyweight,"SUB
Triangle Choke",3,4:20
1785,"Sodiq Yusuff
Sheymon Moraes","1
0","73
54","0
0","0
0",Featherweight,U-DEC,3,5:00
1786,"Marina Rodriguez
Jessica Aguilar","1
0","118
50","0
0","0
1",Women's Strawweight,U-DEC,3,5:00
1787,"Desmond Green
Ross Pearson","1
0","25
12","1
0","0
0",Lightweight,"KO/TKO
Punches",1,2:52
1788,"Kevin Aguilar
Enrique Barzola","0
0","58
52","0
0","0
0",Featherweight,U-DEC,3,5:00
1789,"Kevin Holland
Gerald Meerschaert","0
0","27
10","1
6","2
4",Middleweight,S-DEC,3,5:00
1790,"Casey Kenney
Ray Borg","0
0","32
17","2
7","0
0",Bantamweight,U-DEC,3,5:00
1791,"Maryna Moroz
Sabina Mazo","0
0","56
64","1
0","0
0",Women's Flyweight,U-DEC,3,5:00
1792,"Alex Perez
Mark De La Rosa","0
0","60
26","2
0","0
0",Bantamweight,U-DEC,3,5:00
1793,"Anthony Pettis
Stephen Thompson","1
0","32
47","0
0","0
0",Welterweight,"KO/TKO
Punch",2,4:55
1794,"Curtis Blaydes
Justin Willis","0
0","22
2","7
0","0
0",Heavyweight,U-DEC,3,5:00
1795,"John Makdessi
Jesus Pinedo","0
0","73
37","0
0","0
0",Lightweight,U-DEC,3,5:00
1796,"Jussier Formiga
Deiveson Figueiredo","0
0","26
14","3
0","0
0",Flyweight,U-DEC,3,5:00
1797,"Luis Pena
Steven Peterson","0
0","52
34","1
4","0
1",Featherweight,U-DEC,3,5:00
1798,"Maycee Barber
JJ Aldrich","0
0","55
25","0
0","0
0",Women's Flyweight,"KO/TKO
Punches",2,3:01
1799,"Bryce Mitchell
Bobby Moffett","0
0","17
9","0
5","2
2",Featherweight,U-DEC,3,5:00
1800,"Marlon Vera
Frankie Saenz","1
0","12
4","0
0","0
0",Bantamweight,"KO/TKO
Punch",1,1:25
1801,"Jennifer Maia
Alexis Davis","0
0","60
72","0
1","0
0",Women's Flyweight,U-DEC,3,5:00
1802,"Randa Markos
Angela Hill","0
0","13
2","1
0","1
0",Women's Strawweight,"SUB
Armbar",1,4:24
1803,"Chris Gutierrez
Ryan MacDonald","0
0","69
15","0
0","0
0",Bantamweight,U-DEC,3,5:00
1804,"Jordan Espinosa
Eric Shelton","0
0","47
25","1
0","0
0",Flyweight,U-DEC,3,5:00
1805,"Jorge Masvidal
Darren Till","1
1","35
21","1
1","0
0",Welterweight,"KO/TKO
Punch",2,3:05
1806,"Leon Edwards
Gunnar Nelson","1
0","31
9","2
3","0
0",Welterweight,S-DEC,3,5:00
1807,"Dominick Reyes
Volkan Oezdemir","0
0","44
35","0
1","0
0",Light Heavyweight,S-DEC,3,5:00
1808,"Nathaniel Wood
Jose Quinonez","0
0","30
34","2
1","2
0",Bantamweight,"SUB
Rear Naked Choke",2,2:46
1809,"Claudio Silva
Danny Roberts","0
0","19
26","3
0","4
0",Welterweight,"SUB
Armbar",3,2:37
1810,"Jack Marshman
John Phillips","0
1","31
32","0
0","0
0",Middleweight,S-DEC,3,5:00
1811,"Arnold Allen
Jordan Rinaldi","1
0","37
30","0
0","0
0",Featherweight,U-DEC,3,5:00
1812,"Marc Diakiese
Joe Duffy","1
0","63
15","3
1","0
0",Lightweight,U-DEC,3,5:00
1813,"Saparbeg Safarov
Nicolae Negumereanu","0
0","70
11","3
0","0
0",Light Heavyweight,U-DEC,3,5:00
1814,"Dan Ige
Danny Henry","1
0","10
4","1
0","1
0",Featherweight,"SUB
Rear Naked Choke",1,1:17
1815,"Molly McCann
Priscila Cachoeira","0
0","107
75","2
0","2
0",Women's Flyweight,U-DEC,3,5:00
1816,"Mike Grundy
Nad Narimani","1
0","33
22","1
0","0
0",Featherweight,"KO/TKO
Punches",2,4:42
1817,"Junior Dos Santos
Derrick Lewis","1
0","29
7","0
0","0
0",Heavyweight,"KO/TKO
Punches",2,1:58
1818,"Elizeu Zaleski dos Santos
Curtis Millender","0
0","6
0","1
0","1
0",Welterweight,"SUB
Rear Naked Choke",1,2:35
1819,"Niko Price
Tim Means","1
0","32
31","0
1","0
0",Welterweight,"KO/TKO
Punch",1,4:50
1820,"Blagoy Ivanov
Ben Rothwell","0
0","72
70","0
0","0
0",Heavyweight,U-DEC,3,5:00
1821,"Beneil Dariush
Drew Dober","0
0","37
31","2
0","1
0",Lightweight,"SUB
Armbar",2,4:41
1822,"Omari Akhmedov
Tim Boetsch","0
0","52
41","0
0","0
0",Middleweight,U-DEC,3,5:00
1823,"Anthony Rocco Martin
Sergio Moraes","0
0","50
19","0
3","0
0",Welterweight,U-DEC,3,5:00
1824,"Yana Kunitskaya
Marion Reneau","0
0","98
58","1
1","0
0",Women's Bantamweight,U-DEC,3,5:00
1825,"Grant Dawson
Julian Erosa","0
0","57
49","6
0","1
1",Featherweight,U-DEC,3,5:00
1826,"Maurice Greene
Jeff Hughes","0
0","70
66","0
0","0
0",Heavyweight,S-DEC,3,5:00
1827,"Matt Schnell
Louis Smolka","0
0","14
13","1
0","2
0",Bantamweight,"SUB
Triangle Choke",1,3:18
1828,"Alex Morono
Zak Ottow","0
0","25
10","0
1","1
0",Welterweight,"KO/TKO
Elbows",1,3:34
1829,"Alex White
Dan Moret","0
0","49
42","2
1","3
0",Lightweight,U-DEC,3,5:00
1830,"Jon Jones
Anthony Smith","0
0","125
36","3
0","0
0",Light Heavyweight,U-DEC,5,5:00
1831,"Kamaru Usman
Tyron Woodley","0
0","141
34","2
0","0
0",Welterweight,U-DEC,5,5:00
1832,"Ben Askren
Robbie Lawler","0
0","0
26","1
1","1
0",Welterweight,"SUB
Bulldog Choke",1,3:20
1833,"Zhang Weili
Tecia Torres","0
0","63
30","2
0","0
0",Women's Strawweight,U-DEC,3,5:00
1834,"Pedro Munhoz
Cody Garbrandt","1
0","25
21","0
0","0
0",Bantamweight,"KO/TKO
Punch",1,4:52
1835,"Zabit Magomedsharipov
Jeremy Stephens","0
0","70
41","3
0","0
0",Featherweight,U-DEC,3,5:00
1836,"Johnny Walker
Misha Cirkunov","1
0","4
1","0
0","0
0",Light Heavyweight,"KO/TKO
Flying Knee",1,0:36
1837,"Cody Stamann
Alejandro Perez","0
0","48
41","0
1","0
0",Bantamweight,U-DEC,3,5:00
1838,"Diego Sanchez
Mickey Gall","0
0","56
23","4
0","0
0",Welterweight,"KO/TKO
Punches",2,4:13
1839,"Edmen Shahbazyan
Charles Byrd","1
0","13
1","0
0","0
0",Middleweight,"KO/TKO
Elbows",1,0:38
1840,"Macy Chiasson
Gina Mazany","1
0","25
14","0
0","0
0",Women's Bantamweight,"KO/TKO
Punch",1,1:49
1841,"Hannah Cifers
Polyana Viana","1
0","67
77","0
0","0
0",Women's Strawweight,S-DEC,3,5:00
1842,"Thiago Santos
Jan Blachowicz","1
0","52
20","1
0","0
0",Light Heavyweight,"KO/TKO
Punch",3,0:39
1843,"Stefan Struve
Marcos Rogerio de Lima","0
1","0
25","1
0","1
0",Heavyweight,"SUB
Arm Triangle",2,2:21
1844,"Michal Oleksiejczuk
Gian Villante","1
0","14
9","0
0","0
0",Light Heavyweight,"KO/TKO
Punch",1,1:34
1845,"Liz Carmouche
Lucie Pudilova","0
0","14
33","3
0","2
2",Women's Flyweight,U-DEC,3,5:00
1846,"Petr Yan
John Dodson","0
1","80
30","2
2","0
0",Bantamweight,U-DEC,3,5:00
1847,"Magomed Ankalaev
Klidson Abreu","1
0","30
23","1
0","0
0",Light Heavyweight,U-DEC,3,5:00
1848,"Dwight Grant
Carlo Pedersoli Jr.","1
0","20
17","0
1","0
0",Welterweight,"KO/TKO
Punch",1,4:59
1849,"Chris Fishgold
Daniel Teymur","0
0","14
17","5
1","2
0",Featherweight,"SUB
Rear Naked Choke",2,1:10
1850,"Gillian Robertson
Veronica Macedo","0
0","5
23","2
1","1
0",Women's Flyweight,"SUB
Rear Naked Choke",2,3:27
1851,"Damir Hadzovic
Marco Polo Reyes","0
0","58
24","2
0","0
0",Lightweight,"KO/TKO
Punches",2,2:03
1852,"Ismail Naurdiev
Michel Prazeres","0
0","63
15","0
3","1
0",Welterweight,U-DEC,3,5:00
1853,"Diego Ferreira
Rustam Khabilov","0
0","83
43","0
3","1
0",Lightweight,U-DEC,3,5:00
1854,"Damir Ismagulov
Joel Alvarez","0
0","64
38","0
0","0
0",Lightweight,U-DEC,3,5:00
1855,"Francis Ngannou
Cain Velasquez","0
0","6
1","0
0","0
0",Heavyweight,"KO/TKO
Punches",1,0:26
1856,"Paul Felder
James Vick","0
0","55
61","0
0","0
0",Lightweight,U-DEC,3,5:00
1857,"Cynthia Calvillo
Cortney Casey","0
0","82
73","0
0","0
0",Women's Strawweight,U-DEC,3,5:00
1858,"Kron Gracie
Alex Caceres","0
0","2
4","1
0","1
0",Featherweight,"SUB
Rear Naked Choke",1,2:06
1859,"Vicente Luque
Bryan Barberena","1
1","163
169","0
0","2
0",Welterweight,"KO/TKO
Knee",3,4:54
1860,"Andre Fili
Myles Jury","0
1","98
76","0
0","0
0",Featherweight,U-DEC,3,5:00
1861,"Aljamain Sterling
Jimmie Rivera","0
0","101
24","0
0","0
0",Bantamweight,U-DEC,3,5:00
1862,"Manny Bermudez
Benito Lopez","0
0","7
7","1
0","1
0",Bantamweight,"SUB
Guillotine Choke",1,3:09
1863,"Andrea Lee
Ashlee Evans-Smith","0
0","111
66","0
2","0
0",Women's Flyweight,U-DEC,3,5:00
1864,"Nik Lentz
Scott Holtzman","0
0","71
54","5
0","1
0",Lightweight,U-DEC,3,5:00
1865,"Luke Sanders
Renan Barao","1
0","39
40","0
0","0
0",Bantamweight,"KO/TKO
Punch",2,1:01
1866,"Emily Whitmire
Aleksandra Albu","0
0","3
2","1
0","1
0",Women's Strawweight,"SUB
Rear Naked Choke",1,1:01
